SourceList,Study,N,Women,Gender,Scan,CoordSys,ROI,FixedRandom,Stimuli,Method,Emotion,Valence,Mode,CogLoad,AffectFocus,ObjectEval,Contrast,x,y,z,p_correction
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,happy,positive,experience,no,foreground,feeling,2,53,-44,11,corrected
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,happy,positive,experience,no,foreground,feeling,2,-51,-52,14,corrected
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,happy,positive,experience,no,foreground,feeling,3,51,-66,5,corrected
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,happy,positive,experience,no,foreground,feeling,3,-44,-75,15,corrected
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,sad,negative,experience,no,foreground,feeling,4,37,26,-26,corrected
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,sad,negative,experience,no,foreground,feeling,4,-32,12,-17,corrected
0,s_Aalto2002,11,11,female,PET,MNI,no,1,film,visual,sad,negative,experience,no,foreground,feeling,4,-57,-16,-2,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,happy,positive,experience,no,foreground,feeling,5,-46,16,-31,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,happy,positive,experience,no,foreground,feeling,5,53,6,-27,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,happy,positive,experience,no,foreground,feeling,5,-12,-69,-12,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,happy,positive,experience,no,foreground,feeling,5,48,-74,-3,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,happy,positive,experience,no,foreground,feeling,5,-38,-80,1,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,46,0,-42,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,55,7,-21,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,44,-46,-18,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,44,-80,-9,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,-40,-82,-6,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,65,-14,-3,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,-61,-16,1,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,-6,54,29,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,-48,-8,41,corrected
0,s_Aalto2005,11,11,female,PET,T88,yes,1,film,visual,sad,negative,experience,no,foreground,feeling,6,6,9,57,corrected
0,s_Adams2003,11,3,both,fMRI,MNI,yes,1,faces,visual,affect,negative,perception,yes,background,MISSING,7,-15,0,-18,uncorrected
0,s_Aron2005,17,10,both,fMRI,T88,yes,1,pictures,imagery,affect,positive,experience,yes,foreground,feeling,8,2,-15,-9,corrected
0,s_Aron2005,17,10,both,fMRI,T88,yes,1,pictures,imagery,affect,positive,experience,yes,foreground,feeling,8,30,-52,4,corrected
0,s_Aron2005,17,10,both,fMRI,T88,yes,1,pictures,imagery,affect,positive,experience,yes,foreground,feeling,8,12,11,14,corrected
0,s_Aron2005,17,10,both,fMRI,T88,yes,1,pictures,imagery,affect,positive,experience,yes,foreground,feeling,8,18,-18,22,corrected
0,s_Aron2005,17,10,both,fMRI,T88,yes,1,pictures,imagery,affect,positive,experience,yes,foreground,feeling,8,14,-4,22,corrected
0,s_Aron2005,17,10,both,fMRI,T88,yes,1,pictures,imagery,affect,positive,experience,yes,foreground,feeling,8,-16,1,22,corrected
0,s_Ashwin2007,13,0,male,fMRI,MNI,yes,1,faces,visual,fear,negative,perception,yes,background,stimulus,9,-36,-62,-22,corrected
0,s_Ashwin2007,13,0,male,fMRI,MNI,yes,1,faces,visual,fear,negative,perception,yes,background,stimulus,9,38,-68,-18,corrected
0,s_Ashwin2007,13,0,male,fMRI,MNI,yes,1,faces,visual,fear,negative,perception,yes,background,stimulus,9,-11,-4,-8,corrected
0,s_Ashwin2007,13,0,male,fMRI,MNI,yes,1,faces,visual,fear,negative,perception,yes,background,stimulus,9,54,-39,-2,corrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,36,20,-8,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,-44,32,-8,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,46,16,4,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,-4,-38,16,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,44,0,36,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,-24,32,36,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,0,-32,40,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,sad,negative,experience,yes,background,MISSING,10,0,6,56,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,2,-12,-8,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,30,24,-8,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-30,28,-8,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-26,28,0,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-34,52,8,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,34,-46,28,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-16,40,36,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,24,4,40,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-30,32,40,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-36,14,48,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-24,16,56,uncorrected
0,s_Baker1997,10,0,male,PET,T88,no,0,music,auditory,happy,positive,experience,yes,background,MISSING,11,-14,24,56,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,27,-36,-12,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,-24,-33,-11,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,-57,-22,-7,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,-9,-61,3,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,5,-83,4,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,-3,25,21,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,9,-50,22,uncorrected
0,s_Bar2007,16,8,both,fMRI,T88,no,1,pictures,visual,affect,negative,mix,yes,foreground,feeling,12,-7,-58,27,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-32,4,-40,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,40,-56,-36,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-40,-8,-36,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,8,-32,-32,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-20,-4,-28,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-44,12,-28,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-24,-88,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,24,-87,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,20,-24,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-24,-8,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-20,-4,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,56,-4,-20,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,12,-92,-16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,32,-28,-12,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-4,-36,-8,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,52,-20,-4,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-16,-100,0,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,-28,-96,8,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,28,-92,16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,13,48,0,40,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,24,-88,-28,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-48,-64,-28,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-24,-88,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,22,-86,-20,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-12,-96,-16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,12,-96,-16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,20,-28,-12,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-20,-32,-8,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-20,-100,0,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-40,-80,0,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,28,-92,16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,-52,32,20,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures,visual,affect,mix,perception,yes,foreground,feeling,14,52,8,32,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,40,12,-44,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,4,-24,-36,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,35,-2,-36,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-32,-20,-32,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-40,-8,-32,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,16,-8,-32,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,36,12,-32,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-26,-20,-28,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-52,8,-28,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,24,-8,-24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,24,-16,-20,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-17,-4,-20,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,56,0,-20,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-24,-20,-16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,0,44,-16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,8,-40,-12,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,64,-16,-12,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,56,-20,-4,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-56,-16,0,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-8,16,0,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,60,-24,4,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-64,-28,8,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,56,-28,8,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-36,-8,12,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,8,-44,16,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,-16,4,24,uncorrected
0,s_Baumgartner2006,9,9,female,fMRI,MNI,no,1,pictures_music,visual_auditory,affect,mix,experience,yes,foreground,feeling,15,52,0,44,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-28,-4,-12,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,30,-2,-12,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,56,-2,-12,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,60,4,-4,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,32,-14,-2,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,26,4,-2,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-56,2,0,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-44,2,0,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,60,-46,4,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-36,-22,4,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-30,-14,4,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,54,-12,4,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,68,-44,8,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-42,-14,10,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,70,-44,16,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,38,-20,18,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-56,-8,30,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,54,-8,34,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,-62,-10,42,uncorrected
0,s_Beaucousin2007,23,12,both,fMRI,MNI,no,1,voice,auditory,affect,mix,perception,yes,foreground,stimulus,16,6,-22,66,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,0,27,-24,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,-29,20,-20,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,-36,20,-18,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,40,22,-17,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,-8,42,-8,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,-44,30,-3,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,-59,-42,2,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,0,55,11,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,-5,49,29,uncorrected
0,s_Beauregard1997,10,0,male,PET,T88,yes,0,words,visual,affect,mix,experience,no,MISSING,MISSING,17,17,6,68,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,-40,-66,-22,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,-42,-48,-14,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,52,40,-10,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,46,-72,2,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,56,-74,4,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,2,12,8,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,-2,45,20,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,4,62,30,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,0,44,32,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,-4,-86,38,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,-12,-84,44,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,-2,-80,48,uncorrected
0,s_Beauregard1998,7,4,both,fMRI,T88,no,0,film,visual,sad,negative,experience,no,MISSING,MISSING,18,18,42,48,uncorrected
0,s_Beauregard2001,10,0,male,fMRI,T88,yes,1,film,visual,affect,positive,experience,no,foreground,feeling,19,32,20,-26,corrected
0,s_Beauregard2001,10,0,male,fMRI,T88,yes,1,film,visual,affect,positive,experience,no,foreground,feeling,19,25,-3,-14,corrected
